#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
h1tg000002l:20386936-20388405 -            490 11903at3193          -            817   2.3e-10   37.9   0.1   2   2   2.5e-11   5.5e-09   33.3   0.0   312   426   327   471   319   483 0.73 -
h1tg000001l:70447450-70448664 -            405 11903at3193          -            817   2.5e-10   37.8   0.1   1   2      0.16        34    0.9   0.0   131   145    56    70    50    83 0.89 -
h1tg000001l:70447450-70448664 -            405 11903at3193          -            817   2.5e-10   37.8   0.1   2   2   1.7e-11   3.8e-09   33.9   0.0   291   426   236   398   226   403 0.80 -
h1tg000001l:70478175-70479215 -            347 11903at3193          -            817   5.8e-10   36.6   0.1   1   2     0.056        12    2.4   0.0   133   144     3    14     1    31 0.89 -
h1tg000001l:70478175-70479215 -            347 11903at3193          -            817   5.8e-10   36.6   0.1   2   2   7.7e-11   1.7e-08   31.7   0.0   311   425   199   340   188   345 0.76 -
h1tg000004l:82226583-82228068 -            470 11903at3193          -            817     6e-10   36.5   0.0   1   2     0.082        18    1.9   0.0   131   145   114   128   105   133 0.89 -
h1tg000004l:82226583-82228068 -            470 11903at3193          -            817     6e-10   36.5   0.0   2   2   6.8e-11   1.5e-08   31.9   0.0   292   426   299   460   290   468 0.79 -
h1tg000001l:70284014-70285423 -            470 11903at3193          -            817     1e-09   35.7   0.0   1   2      0.15        32    1.0   0.0   131   145   122   136   108   148 0.86 -
h1tg000001l:70284014-70285423 -            470 11903at3193          -            817     1e-09   35.7   0.0   2   2   6.1e-11   1.3e-08   32.1   0.0   291   426   302   464   292   469 0.81 -
h1tg000006l:23008114-23023923 -            440 11903at3193          -            817   1.6e-09   35.1   2.3   1   3      0.51   1.1e+02   -0.8   0.0    30    99    44   115    32   125 0.77 -
h1tg000006l:23008114-23023923 -            440 11903at3193          -            817   1.6e-09   35.1   2.3   2   3   2.6e-06   0.00056   16.8   0.2   122   266   172   330   155   340 0.80 -
h1tg000006l:23008114-23023923 -            440 11903at3193          -            817   1.6e-09   35.1   2.3   3   3   2.2e-06   0.00047   17.0   0.0   331   390   346   405   335   431 0.86 -
h1tg000001l:70360357-70363534 -            511 11903at3193          -            817   3.4e-09   34.0   0.0   1   2      0.25        53    0.3   0.0   131   145   162   176   156   181 0.89 -
h1tg000001l:70360357-70363534 -            511 11903at3193          -            817   3.4e-09   34.0   0.0   2   2   1.6e-10   3.4e-08   30.7   0.0   309   426   361   504   341   509 0.78 -
h1tg000001l:69219736-69221163 -            476 11903at3193          -            817   7.1e-09   33.0   0.2   1   1   2.2e-10   4.8e-08   30.2   0.2   310   426   327   471   117   474 0.71 -
h1tg000010l:58427146-58428564 -            473 11903at3193          -            817   8.8e-09   32.7   0.0   1   2      0.24        53    0.3   0.0   131   145   124   138   118   143 0.89 -
h1tg000010l:58427146-58428564 -            473 11903at3193          -            817   8.8e-09   32.7   0.0   2   2   4.1e-10   8.9e-08   29.3   0.0   309   426   323   466   303   471 0.78 -
h1tg000004l:96409244-96410209 -            322 11903at3193          -            817   4.9e-08   30.2   0.6   1   2   3.4e-07   7.5e-05   19.7   0.1   126   170     2    47     1    83 0.91 -
h1tg000004l:96409244-96410209 -            322 11903at3193          -            817   4.9e-08   30.2   0.6   2   2   0.00051      0.11    9.2   0.0   322   376   251   304   195   314 0.82 -
h1tg000001l:69079910-69081337 -            476 11903at3193          -            817     5e-08   30.1   0.1   1   1   9.1e-10     2e-07   28.2   0.1   310   426   327   470   113   474 0.72 -
h1tg000002l:71610177-71611577 -            467 11903at3193          -            817     7e-08   29.7   0.0   1   2      0.26        57    0.2   0.0   131   145   118   132   103   146 0.88 -
h1tg000002l:71610177-71611577 -            467 11903at3193          -            817     7e-08   29.7   0.0   2   2   3.7e-09   8.1e-07   26.2   0.0   310   426   318   460   303   465 0.77 -
h1tg000009l:10188466-10189994 -            407 11903at3193          -            817   1.9e-07   28.2   0.0   1   2    0.0067       1.4    5.5   0.0    31   106    12    89     1   103 0.80 -
h1tg000009l:10188466-10189994 -            407 11903at3193          -            817   1.9e-07   28.2   0.0   2   2     2e-07   4.3e-05   20.5   0.0   124   349   142   385   132   404 0.78 -
h1tg000002l:5991203-5992714   -            504 11903at3193          -            817     2e-07   28.1   0.1   1   2   5.6e-07   0.00012   18.9   0.0   121   169   202   251   184   351 0.83 -
h1tg000002l:5991203-5992714   -            504 11903at3193          -            817     2e-07   28.1   0.1   2   2    0.0018       0.4    7.3   0.0   327   370   461   503   412   504 0.92 -
h1tg000006l:21642406-21646162 -            363 11903at3193          -            817   5.3e-07   26.8   1.2   1   3      0.38        83   -0.3   0.0    31   105    10    86     4    92 0.77 -
h1tg000006l:21642406-21646162 -            363 11903at3193          -            817   5.3e-07   26.8   1.2   2   3   4.8e-05     0.011   12.5   0.1   123   260   138   289   126   304 0.72 -
h1tg000006l:21642406-21646162 -            363 11903at3193          -            817   5.3e-07   26.8   1.2   3   3   9.2e-05      0.02   11.6   0.0   330   383   310   363   299   363 0.94 -
h1tg000008l:74130037-74145565 -            372 11903at3193          -            817   1.2e-06   25.6   0.0   1   2      0.34        75   -0.2   0.0   131   145    16    30     3    34 0.86 -
h1tg000008l:74130037-74145565 -            372 11903at3193          -            817   1.2e-06   25.6   0.0   2   2   5.4e-08   1.2e-05   22.3   0.0   311   427   221   368   216   371 0.71 -
h1tg000006l:32894903-32896460 -            316 11903at3193          -            817   0.00029   17.7   0.1   1   1   1.7e-06   0.00036   17.4   0.1   121   260   108   261    96   301 0.77 -
h1tg000004l:81267565-81272541 -            360 11903at3193          -            817   0.00058   16.7   0.0   1   2       0.8   1.7e+02   -1.4   0.0    32   105    55   128    45   132 0.81 -
h1tg000004l:81267565-81272541 -            360 11903at3193          -            817   0.00058   16.7   0.0   2   2   8.7e-06    0.0019   15.0   0.0   118   145   189   216   179   227 0.80 -
h1tg000009l:7826110-7832258   -            329 11903at3193          -            817    0.0013   15.6   0.0   1   2      0.72   1.6e+02   -1.3   0.0    33   105    57   129    50   164 0.75 -
h1tg000009l:7826110-7832258   -            329 11903at3193          -            817    0.0013   15.6   0.0   2   2   1.8e-05    0.0039   14.0   0.0   123   145   183   205   169   221 0.88 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /public/groups/meyerlab/ditt/assemblies/hifiasm/default/busco_downloads/lineages/embryophyta_odb10/hmms/11903at3193.hmm
# Target file:     /public/groups/meyerlab/ditt/assemblies/hifiasm/default/busco_hap1_o/run_embryophyta_odb10/metaeuk_output/initial_results/ditt_contamfiltered_hifiasm.asm.bp.hap1.p_ctg.fa.modified.fas
# Option settings: hmmsearch --domtblout /public/groups/meyerlab/ditt/assemblies/hifiasm/default/busco_hap1_o/run_embryophyta_odb10/hmmer_output/initial_run_results/11903at3193.out --cpu 1 /public/groups/meyerlab/ditt/assemblies/hifiasm/default/busco_downloads/lineages/embryophyta_odb10/hmms/11903at3193.hmm /public/groups/meyerlab/ditt/assemblies/hifiasm/default/busco_hap1_o/run_embryophyta_odb10/metaeuk_output/initial_results/ditt_contamfiltered_hifiasm.asm.bp.hap1.p_ctg.fa.modified.fas 
# Current dir:     /public/groups/meyerlab/ditt/assemblies/hifiasm/default
# Date:            Mon Oct 17 13:48:28 2022
# [ok]
