#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
h1tg000005l:6833180-6839418   -            325 103320at3193         -            292   3.5e-05   21.5   0.0   1   2       7.8   1.3e+03   -3.3   0.0    88   104   144   160   134   187 0.56 -
h1tg000005l:6833180-6839418   -            325 103320at3193         -            292   3.5e-05   21.5   0.0   2   2   4.6e-07   7.6e-05   20.4   0.0   160   277   204   312   201   318 0.83 -
h1tg000009l:15782636-15783941 -            321 103320at3193         -            292   4.2e-05   21.2   0.0   1   1   3.8e-07   6.3e-05   20.6   0.0   182   249   244   306   227   316 0.77 -
h1tg000005l:68467310-68473636 -            336 103320at3193         -            292   5.5e-05   20.8   0.0   1   1   5.6e-07   9.2e-05   20.1   0.0   173   245   230   297   221   310 0.82 -
h1tg000004l:81834807-81843334 -            330 103320at3193         -            292   5.7e-05   20.8   0.0   1   1   5.3e-07   8.6e-05   20.2   0.0   170   240   213   283   206   291 0.89 -
h1tg000016l:37828264-37838096 -            320 103320at3193         -            292   6.4e-05   20.6   0.0   1   1   5.7e-07   9.3e-05   20.1   0.0   182   265   224   302   211   318 0.81 -
h1tg000015l:418931-421924     -            343 103320at3193         -            292   7.5e-05   20.4   0.0   1   1   6.7e-07   0.00011   19.9   0.0   174   274   229   325   222   340 0.87 -
h1tg000002l:24372821-24374960 -            315 103320at3193         -            292   9.3e-05   20.1   0.0   1   1   8.3e-07   0.00014   19.6   0.0   170   240   194   264   188   306 0.88 -
h1tg000002l:13019975-13021981 -            346 103320at3193         -            292   0.00011   19.8   0.0   1   1     1e-06   0.00016   19.3   0.0   179   274   238   328   228   341 0.86 -
h1tg000004l:78672582-78674175 -            339 103320at3193         -            292   0.00013   19.6   0.0   1   1   1.2e-06    0.0002   19.0   0.0   180   251   234   300   216   321 0.78 -
h1tg000009l:8665644-8666695   -            321 103320at3193         -            292   0.00019   19.1   0.0   1   1   1.8e-06    0.0003   18.4   0.0   175   239   219   281   208   314 0.86 -
h1tg000005l:8871341-8872637   -            279 103320at3193         -            292   0.00021   19.0   0.0   1   1   1.8e-06    0.0003   18.4   0.0   189   257   205   270   183   278 0.81 -
h1tg000004l:96933753-96934825 -            328 103320at3193         -            292   0.00027   18.6   0.0   1   1   2.5e-06   0.00041   18.0   0.0   170   240   211   281   205   285 0.89 -
h1tg000012l:8491562-8494526   -            227 103320at3193         -            292   0.00028   18.5   0.1   1   2       1.9   3.1e+02   -1.3   0.0    89   113    62    86    39   105 0.77 -
h1tg000012l:8491562-8494526   -            227 103320at3193         -            292   0.00028   18.5   0.1   2   2   5.2e-06   0.00085   16.9   0.0   179   248   143   207   127   214 0.80 -
h1tg000004l:14325136-14325975 -            188 103320at3193         -            292   0.00029   18.5   0.1   1   2       6.1   9.9e+02   -3.0   0.1    92   105     9    22     5    28 0.71 -
h1tg000004l:14325136-14325975 -            188 103320at3193         -            292   0.00029   18.5   0.1   2   2   3.5e-06   0.00058   17.5   0.0   191   285    89   179    65   184 0.82 -
h1tg000019l:23664378-23665319 -            249 103320at3193         -            292    0.0003   18.4   0.0   1   1   2.9e-06   0.00047   17.8   0.0   160   235   144   212   134   217 0.86 -
h1tg000009l:3396638-3406264   -            312 103320at3193         -            292   0.00033   18.3   0.0   1   1   3.5e-06   0.00057   17.5   0.0   157   235   193   264   134   293 0.86 -
h1tg000002l:1370123-1370665   -            181 103320at3193         -            292   0.00053   17.6   0.0   1   1   4.6e-06   0.00074   17.1   0.0   180   236    80   135    63   145 0.80 -
h1tg000006l:51321577-51322116 -            180 103320at3193         -            292    0.0006   17.4   0.0   1   1   5.3e-06   0.00086   16.9   0.0   198   256    99   154    84   171 0.79 -
h1tg000009l:3363262-3364592   -            324 103320at3193         -            292   0.00062   17.4   0.0   1   1   5.7e-06   0.00092   16.8   0.0   174   240   215   279   204   314 0.85 -
h1tg000017l:12156113-12157811 -            294 103320at3193         -            292   0.00079   17.0   0.0   1   1   5.9e-06   0.00097   16.7   0.0   180   235   201   255   146   289 0.81 -
h1tg000005l:11825916-11827590 -            330 103320at3193         -            292    0.0011   16.5   0.0   1   1   1.2e-05     0.002   15.7   0.0   160   235   204   273   199   279 0.87 -
h1tg000004l:36521369-36531190 -            255 103320at3193         -            292    0.0014   16.2   0.0   1   1   1.7e-05    0.0027   15.3   0.0   181   247   173   234   156   244 0.80 -
h1tg000005l:11846202-11846747 -            182 103320at3193         -            292    0.0018   15.8   0.0   1   1   1.4e-05    0.0023   15.5   0.0   160   239    65   138    54   161 0.86 -
h1tg000001l:19398593-19399453 -            259 103320at3193         -            292    0.0022   15.6   0.0   1   1   2.1e-05    0.0033   15.0   0.0   190   252   172   231   156   244 0.82 -
h1tg000004l:2908309-2920144   -            200 103320at3193         -            292    0.0029   15.2   0.0   1   1   2.3e-05    0.0038   14.8   0.0   190   249    96   153    69   166 0.77 -
h1tg000016l:24929909-24938829 -            326 103320at3193         -            292    0.0038   14.8   0.0   1   1   3.4e-05    0.0056   14.3   0.0   160   233   219   286   217   305 0.82 -
h1tg000016l:39201237-39201882 -            183 103320at3193         -            292     0.004   14.7   0.0   1   1   3.3e-05    0.0054   14.3   0.0   176   236    79   137    72   156 0.81 -
h1tg000008l:6459356-6460322   -            266 103320at3193         -            292    0.0042   14.6   0.0   1   1   3.8e-05    0.0062   14.1   0.0   182   274   164   250   149   259 0.76 -
h1tg000009l:6535261-6535903   -            188 103320at3193         -            292    0.0062   14.1   0.0   1   1   4.9e-05     0.008   13.7   0.0   181   238    81   136    64   152 0.82 -
h1tg000009l:17991840-17992417 -            152 103320at3193         -            292     0.011   13.3   0.0   1   1     9e-05     0.015   12.9   0.0   190   236    91   137    73   146 0.77 -
h1tg000019l:30887243-30888571 -            190 103320at3193         -            292     0.016   12.7   0.0   1   1   0.00015     0.024   12.2   0.0   193   242    91   137    70   152 0.82 -
h1tg000019l:35027097-35027781 -            183 103320at3193         -            292     0.024   12.2   0.0   1   1   0.00021     0.033   11.7   0.0   177   236    88   145    80   157 0.79 -
h1tg000010l:1732014-1734173   -            302 103320at3193         -            292     0.024   12.2   0.0   1   1   0.00023     0.037   11.5   0.0   164   234   198   262   189   268 0.74 -
h1tg000019l:25594096-25612187 -            300 103320at3193         -            292     0.045   11.3   0.0   1   1   0.00039     0.064   10.8   0.0   189   251   228   285   205   294 0.81 -
h1tg000001l:98734405-98736572 -            344 103320at3193         -            292     0.052   11.1   0.1   1   2       3.2   5.3e+02   -2.1   0.0    96   118   179   201   166   209 0.79 -
h1tg000001l:98734405-98736572 -            344 103320at3193         -            292     0.052   11.1   0.1   2   2   0.00083      0.14    9.7   0.0   158   239   224   298   216   311 0.86 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /public/groups/meyerlab/ditt/assemblies/hifiasm/default/busco_downloads/lineages/embryophyta_odb10/hmms/103320at3193.hmm
# Target file:     /public/groups/meyerlab/ditt/assemblies/hifiasm/default/busco_hap1_o/run_embryophyta_odb10/metaeuk_output/initial_results/ditt_contamfiltered_hifiasm.asm.bp.hap1.p_ctg.fa.modified.fas
# Option settings: hmmsearch --domtblout /public/groups/meyerlab/ditt/assemblies/hifiasm/default/busco_hap1_o/run_embryophyta_odb10/hmmer_output/initial_run_results/103320at3193.out --cpu 1 /public/groups/meyerlab/ditt/assemblies/hifiasm/default/busco_downloads/lineages/embryophyta_odb10/hmms/103320at3193.hmm /public/groups/meyerlab/ditt/assemblies/hifiasm/default/busco_hap1_o/run_embryophyta_odb10/metaeuk_output/initial_results/ditt_contamfiltered_hifiasm.asm.bp.hap1.p_ctg.fa.modified.fas 
# Current dir:     /public/groups/meyerlab/ditt/assemblies/hifiasm/default
# Date:            Mon Oct 17 13:48:28 2022
# [ok]
